Black-footed Albatross_222 ['Black-and-white Stork', 'Black-necked Stork', 'Gannet']
Fish Crow_142 ['White-breasted Nuthatch', 'Brown-headed Cowbird', 'Black-capped Chickadee']
Fish Crow_143 ['Tree Sparrow', 'White-crowned Sparrow', 'White-throated Sparrow']
Black-billed Cuckoo_195 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'European Starling']
Black-billed Cuckoo_196 ['Gray catbird', 'Gray flycatcher', 'Gray wagtail']
Black-billed Cuckoo_197 ['Gray-headed Munia', 'Blue-throated Bee-eater', 'Gray-crowned Rosy-Finch']
Mangrove Cuckoo_51 ['Yellow Warbler', 'Common Yellowthroat', 'American Goldfinch']
Mangrove Cuckoo_52 ['Striped Sparrow', 'Brown-headed Nuthatch', 'Pied Flycatcher']
Mangrove Cuckoo_53 ['White-breasted Nuthatch', 'Brown Thrasher', 'Brown Creeper']
Yellow-billed Cuckoo_108 ['Dark-eyed Junco', 'White-crowned Sparrow', 'Song Sparrow']
Yellow-billed Cuckoo_109 ['Song Sparrow', 'White-crowned Sparrow', 'Savannah Sparrow']
Yellow-billed Cuckoo_110 ['Brown-headed Nuthatch', 'Brown Creeper', 'Pine Siskin']
Gray-crowned-Rosy Finch_324 ['Red-winged Blackbird', 'House Finch', 'American Robin']
Gray-crowned-Rosy Finch_325 ['Scarlet Tanager', 'Northern Cardinal', 'Red-breasted Nuthatch']
Gray-crowned-Rosy Finch_326 ['Red-breasted Nuthatch', 'House Finch', 'European Goldfinch']
Purple Finch_525 ['Red-breasted Nuthatch', 'Downy Woodpecker', 'White-breasted Nuthatch']
Purple Finch_526 ['Red-breasted Nuthatch', 'Spotted Towhee', 'White-breasted Nuthatch']
Purple Finch_527 ['Black-and-white Warbler', 'Black-crowned Night Heron', 'Black-necked Stilt']
Northern Flicker_153 ['Green-backed White-eye', 'Green Iora', 'White-headed Munia']
Northern Flicker_154 ['Black-capped Chickadee', 'Black-throated Blue Warbler', 'Blue-gray Gnatcatcher']
Northern Flicker_155 ['Green-backed Woodpecker (Piculus chrysochloros)', 'Greenish Warbler (Phylloscopus trochiloides)', 'Green Honeycreeper (Chlorophanes spiza)']
Acadian Flycatcher_471 ['Yellow Warbler (Setophaga petechia)', 'American Goldfinch (Spinus tristis)', 'Common Chiffchaff (Phylloscopus collybita)']
Acadian Flycatcher_472 ['Rufous-breasted Flycatcher', 'Olive-backed Sunbird', 'Green-tailed Sunbird']
Acadian Flycatcher_473 ['Brown Thrasher', 'White-breasted Nuthatch', 'Black-capped Chickadee']
Great-Crested Flycatcher_243 ['Song Sparrow', 'Gray Catbird', 'Black-throated Blue Warbler']
Great-Crested Flycatcher_244 ['Black-and-white Warbler', 'Blackburnian Warbler', 'American Redstart']
Great-Crested Flycatcher_245 ['Black-capped Chickadee', 'Tufted Titmouse', 'Carolina Chickadee']
Least Flycatcher_585 ['Black-capped Chickadee', 'European Starling', 'Dark-eyed Junco']
Least Flycatcher_586 ['Swallow', 'Pied Flycatcher', 'Black-and-white Warbler']
Least Flycatcher_587 ['White-crowned Sparrow', 'House Sparrow', 'Song Sparrow']
Olive-sided Flycatcher_192 ['Tree Swallow (Tachycineta bicolor)', 'Barn Swallow (Hirundo rustica)', 'Northern Rough-winged Swallow (Stelgidopteryx serripennis)']
Olive-sided Flycatcher_193 ['Black-throated Blue Warbler', 'Black-capped Chickadee', 'Blackburnian Warbler']
Olive-sided Flycatcher_194 ['White-breasted Nuthatch', 'Black-capped Chickadee', 'Tree Swallow']
Scissor-tailed Flycatcher_282 ['Scarlet Tanager', 'Vermilion Flycatcher', 'Flame Robin']
Scissor-tailed Flycatcher_283 ['Scarlet Tanager', 'Red-winged Blackbird', 'Northern Cardinal']
Scissor-tailed Flycatcher_284 ['Red-headed Woodpecker', 'Vermilion Flycatcher', 'Scarlet Tanager']
Vermilion Flycatcher_558 ['Green-cheeked Amazon Parrot', 'Green Honeycreeper ', 'Elegant Trogons']
Vermilion Flycatcher_559 ['Green-backed Flycatcher', 'Verdin', 'Green-tailed Towhee']
Vermilion Flycatcher_560 ['Greenish-brown Warbler', 'Slender-billed Finch', 'Brown-backed Sparrow']
Yellow-bellied Flycatcher_120 ['Black-necked Swan', 'Great Skua', 'Black-footed Albatross']
Yellow-bellied Flycatcher_121 ['Black-necked Swan', 'Black Skimmer', 'Black-browed Albatross']
Yellow-bellied Flycatcher_122 ['Black-headed Gull', 'Black Skimmer', 'Royal Tern']
Frigatebird_372 ['Great Egret', 'Snowy Egret', 'Great White Pelican']
Frigatebird_373 ['Arctic Tern', 'Black Tern', 'Common Tern']
Frigatebird_374 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Northern Mockingbird']
Northern Fulmar_507 ['Mallard', 'Muscovy Duck', 'Wood Duck']
Northern Fulmar_508 ['Mallard (Anas platyrhynchos)', 'Northern Pintail (Anas acuta)', 'Eurasian Wigeon (Anas penelope)']
Northern Fulmar_509 ['Mallard', 'Pintail', 'Teal']
Gadwall_582 ['Yellow Warbler', 'American Goldfinch', 'Common Chiffchaff']
Gadwall_583 ['American Goldfinch', 'European Goldfinch', 'Lesser Goldfinch']
Gadwall_584 ['Black-and-white Warbler', 'Common Yellowthroat', 'Palm Warbler']
American Goldfinch_408 ['Yellow Warbler', 'Black-throated Warbler', 'Crested Tit']
American Goldfinch_409 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
American Goldfinch_410 ['Yellow Warbler', 'American Goldfinch', 'Yellow-throated Warbler']
European Goldfinch_333 ['Black-capped Chickadee', 'Black-throated Sparrow', 'Black-and-white Warbler']
European Goldfinch_334 ['Black-capped Chickadee', 'Black Phoebe', 'Black-and-white Warbler']
European Goldfinch_335 ['Black-capped Chickadee', 'Black Phoebe', 'Black-headed Grosbeak']
Boat-tailed Grackle_24 ['Mallard', 'Muscovy Duck', 'Tufted Duck']
Boat-tailed Grackle_25 ['Little Grebe (Tachybaptus ruficollis)', 'Pied-billed Grebe (Podilymbus podiceps)', 'Horned Grebe (Podiceps auritus)']
Boat-tailed Grackle_26 ['Swan Duck', 'Small Swan-billed Duck', 'Gray-breasted Swan']
Eared Grebe_168 ['Swan', 'Duck', 'Waterfowl']
Eared Grebe_169 ['Mallard (Anas platyrhynchos)', 'Northern Pintail (Anas acuta)', 'Gadwall (Anas strepera)']
Eared Grebe_170 ['Pied-billed Grebe', 'Eared Grebe', 'Western Grebe']
Horned Grebe_453 ['Mallard', 'Common Goldeneye', 'Tufted Duck']
Horned Grebe_454 ['Mallard Duck', 'Ruddy Duck', 'Northern Pintail']
Horned Grebe_455 ['Mallard Duck', 'Black Swan', 'Muscovy Duck']
Pied-billed Grebe_495 ['Mute Swan', 'Trumpeter Swan', 'Whooper Swan']
Pied-billed Grebe_496 ['Swan', 'Duck', 'Waterbird']
Pied-billed Grebe_497 ['Swan', 'Duck', 'Waterfowl']
Western Grebe_387 ['Eastern Bluebird (Sialia sialis)', 'Mountain Bluebird (Sialia currucoides)', 'Indigo Bunting (Passerina cyanea)']
Western Grebe_388 ['Blue Jay', 'Eastern Bluebird', 'Indigo Bunting']
Western Grebe_389 ['Blue Jay', 'Mountain Bluebird', 'Indigo Bunting']
Blue Grosbeak_456 ['Yellow Warbler', 'Blackburnian Warbler', 'Prothonotary Warbler']
Blue Grosbeak_457 ['Black-throated Blue Warbler', 'Prothonotary Warbler', 'Blackburnian Warbler']
Blue Grosbeak_458 ['Yellow Warbler', 'Blackpoll Warbler', 'American Goldfinch']
Evening Grosbeak_309 ['Red-winged Blackbird', 'Scarlet Tanager', 'Northern Cardinal']
Evening Grosbeak_310 ['Red-breasted Nuthatch', 'Pyrrhuloxia', 'Scarlet Tanager']
Evening Grosbeak_311 ['Black-capped Chickadee', 'White-crowned Sparrow', 'Black-throated Blue Warbler']
Pine Grosbeak_360 ['Black-headed Grosbeak', 'Red-breasted Nuthatch', 'House Finch']
Pine Grosbeak_361 ['Black-capped Chickadee', 'House Finch', 'Red-breasted Nuthatch']
Pine Grosbeak_362 ['Red-headed Woodpecker (Melanerpes erythrocephalus)', 'Red-breasted Nuthatch (Sitta canadensis)', 'Black-capped Chickadee (Poecile atricapillus)']
Rose-breasted Grosbeak_42 ['Mallard (Anas platyrhynchos)', 'American Wigeon (Mareca americana)', 'Gadwall (Mareca strepera)']
Rose-breasted Grosbeak_43 ['Black-and-white Warbler', 'Black Guillemot', 'Black Tern']
Rose-breasted Grosbeak_44 ['Mallard', 'American Wigeon', 'Eurasian Wigeon']
Pigeon Guillemot_516 ['Black-headed Gull', 'Black-capped Chickadee', 'Western Meadowlark']
Pigeon Guillemot_517 ['Black Skimmer', 'Black Tern', 'Black-headed Gull']
Pigeon Guillemot_518 ['Herring Gull', 'Laughing Gull', "Bonaparte's Gull"]
California Gull_114 ['Herring Gull', 'Ring-billed Gull', 'Great Black-backed Gull']
California Gull_115 ['Seagull', 'Tern', 'Pigeon']
California Gull_116 ['Herring Gull', 'California Gull', 'Great Black-backed Gull']
Glaucous-winged Gull_591 ['Ring-billed Gull', "Bonaparte's Gull", 'Black-headed Gull']
Glaucous-winged Gull_592 ['Ring-billed Gull', 'Laughing Gull', 'Herring Gull']
Glaucous-winged Gull_593 ['Black-headed Gull', 'Black-bellied Plover', 'Black-necked Stilt']
Heermann Gull_72 ['Herring Gull', 'Great Black-backed Gull', 'Western Gull']
Heermann Gull_73 ['Herring Gull', 'Black-headed Gull', 'Laughing Gull']
Heermann Gull_74 ['Laughing Gull', 'Black-headed Gull', 'Mediterranean Gull']
Herring Gull_411 ['Snowy Egret', 'Little Egret', 'Black-necked Stilt']
Herring Gull_412 ['Black-necked Stilt', 'Sandwich Tern', 'Little Tern']
Herring Gull_413 ['Laughing Gull', 'Black-legged Kittiwake', 'Little Gull']
Ivory Gull_345 ['Common Tern', 'Black-legged Kittiwake', "Bonaparte's Gull"]
Ivory Gull_346 ['Ring-billed Gull', 'Laughing Gull', 'Herring Gull']
Ivory Gull_347 ['Black-headed Gull', 'Herring Gull', 'Laughing Gull']
Ring-billed Gull_63 ['Herring Gull', 'Ring-billed Gull', 'California Gull']
Ring-billed Gull_64 ['Herring Gull', 'Great Black-backed Gull', 'Black-legged Kittiwake']
Ring-billed Gull_65 ['Black-necked Swan', 'Black-headed Gull', 'Black Skimmer']
Slaty-backed Gull_186 ['Herring Gull', 'Great Black-backed Gull', 'California Gull']
Slaty-backed Gull_187 ['Herring Gull', 'Great Black-backed Gull', 'California Gull']
Slaty-backed Gull_188 ['Herring Gull', 'Great Black-backed Gull', 'California Gull']
Western Gull_498 ["Anna's Hummingbird", 'Ruby-throated Hummingbird', "Costa's Hummingbird"]
Western Gull_499 ['Ruby-throated Hummingbird', "Anna's Hummingbird", 'Rufous Hummingbird']
Western Gull_500 ['Ruby-throated Hummingbird', "Anna's Hummingbird", 'Black-chinned Hummingbird.']
Anna Hummingbird_135 ['Ruby-throated Hummingbird', "Anna's Hummingbird", 'Black-chinned Hummingbird.']
Anna Hummingbird_136 ['Ruby-throated Hummingbird', "Anna's Hummingbird", 'Broad-tailed Hummingbird']
Anna Hummingbird_137 ['Ruby-throated Hummingbird', "Anna's Hummingbird", 'Black-chinned Hummingbird']
Ruby-throated Hummingbird_528 ['Ruby-throated Hummingbird', "Anna's Hummingbird", 'Black-chinned Hummingbird']
Ruby-throated Hummingbird_529 ['Ruby-throated Hummingbird', "Anna's Hummingbird", 'Black-chinned Hummingbird']
Ruby-throated Hummingbird_530 ['Ruby-throated Hummingbird', "Anna's Hummingbird", 'Black-chinned Hummingbird']
Rufous Hummingbird_564 ['Blue-headed Hummingbird', 'Greenish-blue Hummingbird', 'Striped-bellied Hummingbird']
Rufous Hummingbird_565 ['Purple-throated Woodstar', 'Black-crested Coquette', 'Violet-capped Hummingbird']
Rufous Hummingbird_566 ['Blue-throated Hummingbird', 'Violet-crowned Hummingbird', 'Magnificent Hummingbird']
Green Violetear_522 ['Black-headed Gull', 'Common Tern', 'Laughing Gull']
Green Violetear_523 ['Black-headed gull', 'Arctic Tern', 'Sanderling']
Green Violetear_524 ['Black-necked Swan', 'Fulmar', 'Great Skua']
Long-tailed Jaeger_81 ['Elegant Tern', 'Common Tern', 'Arctic Tern']
Long-tailed Jaeger_82 ['Black-headed Gull', 'Brown Pelican', 'Great Skua']
Long-tailed Jaeger_83 ['Pomarine Skua', 'Arctic Skua', 'Great Skua']
Pomarine Jaeger_531 ['Blue Jay', 'Eastern Bluebird', 'Mountain Bluebird']
Pomarine Jaeger_532 ['Blue Jay', "Steller's Jay", 'Cyanocitta cristata (Blue Jay subspecies)']
Pomarine Jaeger_533 ['Blue Jay', 'Eastern Bluebird', 'Mountain Bluebird']
Blue Jay_540 ['Blue-and-white Swallow', 'Blue-headed Vireo', 'Blue-capped Cordon-bleu.']
Blue Jay_541 ['Blue Jay', 'Eastern Bluebird', 'Indigo Bunting']
Blue Jay_542 ['Blue Jay', "Steller's Jay", 'Florida Scrub-Jay']
Florida Jay_549 ['Blue Jay', 'Green-backed Tit', 'Blue-capped Cordon-bleu']
Florida Jay_550 ['Blue-headed Hummingbird', 'Blue-crowned Motmot', 'Green Jay']
Florida Jay_551 ['Blue Jay', 'Green Jay', 'Azure-winged Magpie']
Green Jay_312 ['Black-capped Chickadee', 'Black-and-white Warbler', 'Black-throated Sparrow']
Green Jay_313 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'House Sparrow']
Green Jay_314 ['American Goldfinch', 'House Finch', 'Dark-eyed Junco']
Dark-eyed Junco_267 ['Yellow Warbler', 'Black-throated Green Warbler', 'Chestnut-sided Warbler']
Dark-eyed Junco_268 ['Yellow Warbler', 'American Goldfinch', 'Blackburnian Warbler']
Dark-eyed Junco_269 ['Yellow Warbler', 'Gray Catbird', 'American Goldfinch']
Tropical Kingbird_90 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'White-crowned Sparrow']
Tropical Kingbird_91 ['White-breasted Nuthatch', 'Black-and-white Warbler', 'Gray Catbird']
Tropical Kingbird_92 ['Gray Catbird', 'Black-and-white Warbler', 'White-breasted Nuthatch']
Gray Kingbird_264 ['Common Kingfisher (Alcedo atthis)', 'Belted Kingfisher (Megaceryle alcyon)', 'Pied Kingfisher (Ceryle rudis)']
Gray Kingbird_265 ['Common Kingfisher', 'Belted Kingfisher', 'Pied Kingfisher']
Gray Kingbird_266 ['Common Kingfisher (Alcedo atthis)', 'Belted Kingfisher (Megaceryle alcyon)', 'Pied Kingfisher (Ceryle rudis)']
Belted Kingfisher_297 ['Common Kingfisher (Alcedo atthis)', 'Belted Kingfisher (Megaceryle alcyon)', 'Pied Kingfisher (Ceryle rudis)']
Belted Kingfisher_298 ['Common Kingfisher', 'Belted Kingfisher', 'Pied Kingfisher']
Belted Kingfisher_299 ['White-crowned Sparrow', 'Black-and-white Warbler', 'Green Kingfisher']
Green Kingfisher_513 ['Black-and-white Warbler', 'Black-capped Chickadee', 'Black-and-white Manakin']
Green Kingfisher_514 ['Common Kingfisher', 'Belted Kingfisher', 'Pied Kingfisher']
Green Kingfisher_515 ['Black-capped Chickadee', 'Black-throated Sparrow', 'Black-and-white Warbler']
Pied Kingfisher_123 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Blue Jay']
Pied Kingfisher_124 ['Common Kingfisher', 'Belted Kingfisher', 'Pied Kingfisher']
Pied Kingfisher_125 ['Belted Kingfisher', 'Common Kingfisher', 'Pied Kingfisher']
Ringed Kingfisher_219 ['Kingfisher', 'Striped-breasted Woodpecker', 'Rufous-backed Kingfisher']
Ringed Kingfisher_220 ['Blue Jay', 'Blue-crowned Motmot', 'Blue-throated Hummingbird']
Ringed Kingfisher_221 ['Belted Kingfisher', 'Common Kingfisher', 'Collared Kingfisher']
White-breasted Kingfisher_483 ['Black-headed Gull', 'Black-legged Kittiwake', 'Black Guillemot']
White-breasted Kingfisher_484 ['Red-footed Booby', 'Red-legged Kittiwake', 'Reddish Egret']
White-breasted Kingfisher_485 ['Black-necked Stilt', 'Red-necked Phalarope', 'Black-legged Kittiwake']
Red-legged Kittiwake_87 ['Song Sparrow', 'White-crowned Sparrow', 'Savannah Sparrow']
Red-legged Kittiwake_88 ['Snow Bunting', 'Lapland Longspur', 'Horned Lark']
Red-legged Kittiwake_89 ['Black-chinned Sparrow', 'White-crowned Sparrow', 'Black-throated Sparrow']
Horned Lark_588 ['Common Loon', 'Pacific Loon', 'Red-throated Loon']
Horned Lark_589 ['Common Eider', 'Harlequin Duck', 'Surf Scoter']
Horned Lark_590 ['Common Loon', 'Pacific Loon', 'Red-throated Loon']
Pacific Loon_543 ['Mallard Duck', 'Green-winged Teal', 'American Black Duck']
Pacific Loon_544 ['Mallard', 'Muscovy Duck', 'American Black Duck']
Pacific Loon_545 ['Mallard', 'Muscovy Duck', 'Wood Duck']
Mallard_294 ['Yellow Warbler', 'American Goldfinch', 'Yellow-breasted Chat']
Mallard_295 ['Yellow Warbler', 'American Goldfinch', 'Prairie Warbler']
Mallard_296 ['Yellow Warbler', 'Goldfinch', 'American Goldfinch']
Western Meadowlark_501 ['Mallard duck', 'Black-bellied whistling-duck', 'Canvasback duck']
Western Meadowlark_502 ['Mallard (Anas platyrhynchos)', 'Muscovy Duck (Cairina moschata)', 'Mute Swan (Cygnus olor)']
Western Meadowlark_503 ['Common Merganser', 'Red-breasted Merganser', 'Hooded Merganser']
Hooded Merganser_423 ['Mallard', 'Red-breasted Merganser', 'American Wigeon']
Hooded Merganser_424 ['Mallard duck', 'Wood duck', 'Gadwall']
Hooded Merganser_425 ['Mallard Duck', 'Wood Duck', 'Gadwall']
Red-breasted Merganser_156 ['Black-capped Chickadee', 'American Robin', 'House Sparrow']
Red-breasted Merganser_157 ['White-breasted Nuthatch', 'Black-capped Chickadee', 'Black-and-white Warbler']
Red-breasted Merganser_158 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Tufted Titmouse']
Mockingbird_9 ['Black-and-white Warbler', 'Osprey', 'Arctic Tern']
Mockingbird_10 ['Western Sandpiper', 'Dunlin', 'Least Sandpiper']
Mockingbird_11 ['Black-capped Chickadee', 'Black-and-white Warbler', 'White-crowned Sparrow']
Nighthawk_279 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Black-throated Sparrow']
Nighthawk_280 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Downy Woodpecker']
Nighthawk_281 ['Black-capped Chickadee', 'Downy Woodpecker', 'White-breasted Nuthatch']
Clark Nutcracker_33 ['Black-capped Chickadee', 'Black-and-white Warbler', 'Black Phoebe']
Clark Nutcracker_34 ['Gray-headed Canary-Flycatcher', 'Brown Creeper', 'White-breasted Nuthatch']
Clark Nutcracker_35 ['Black-capped Chickadee', 'Boreal Chickadee', 'Mountain Chickadee']
White-breasted Nuthatch_201 ['Yellow Warbler', 'Black-and-white Warbler', 'Common Yellowthroat']
White-breasted Nuthatch_202 ['Black-capped Chickadee', 'Baltimore Oriole', 'House Finch']
White-breasted Nuthatch_203 ['Black-and-white Warbler', 'Black-throated Green Warbler', 'Black-crested Titmouse']
Baltimore Oriole_573 ['Baltimore Oriole', 'Eastern Kingbird', 'Blackburnian Warbler']
